"","Organisation name","Sub-building Name","Building Name","Number","Primary Thorfare","Alt Thorfare","Secondary Thorfare","Locality","Townland","Town","County","Postcode","x-coordinates","y-coordinates","Primary Key"
"15201",NA,"FLAT 2",NA,"163-165","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267295,422406,15201
"15202",NA,NA,NA,"112","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268169,422245,15202
"15208",NA,NA,NA,"1","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268441,422595,15208
"15210",NA,NA,NA,"129","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268261,421401,15210
"15212",NA,NA,NA,"3","ROSSMARA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269069,422224,15212
"15216",NA,NA,NA,"12","ROSSMORE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WB",269019,422017,15216
"15221",NA,NA,NA,"37","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268548,420138,15221
"15224",NA,NA,NA,"8","GORTGARN ROAD",NA,NA,NA,"GORTGARN","LIMAVADY","LONDONDERRY","BT490QW",270995,423922,15224
"15225",NA,NA,NA,"60","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268657,421731,15225
"15401",NA,NA,NA,"53","DRUMADUFF ROAD",NA,NA,NA,"MAINE SOUTH","LIMAVADY","LONDONDERRY","BT490PT",271520,415986,15401
"15424",NA,NA,NA,"248","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PG",271860,417243,15424
"15441",NA,NA,NA,"210","DRUMRANE ROAD",NA,NA,NA,"TEMPLEMOYLE","LIMAVADY","LONDONDERRY","BT499LJ",268217,416615,15441
"15442",NA,NA,NA,"22","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269541,417447,15442
"15446",NA,NA,NA,"32","GORTNARNEY ROAD",NA,NA,NA,"CLOGHAN","LIMAVADY","LONDONDERRY","BT490PZ",273369,417572,15446
"15478",NA,NA,NA,"19","KILHOYLE ROAD",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PU",273181,416590,15478
"16058",NA,NA,NA,"146","ROE MILL ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EX",267127,422025,16058
"21262",NA,NA,NA,"24","CLOVERVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BG",268631,422239,21262
"21453","MORTON NEWSPAPERS LTD",NA,NA,"32A","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT486EF",267061,423168,21453
"21455",NA,NA,NA,"10","KENNAUGHT TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267254,422453,21455
"21535",NA,NA,"H.M. PRISON MAGILLIGAN",NA,"POINT ROAD",NA,NA,NA,"LOWER DOAGHS","LIMAVADY","LONDONDERRY","BT490LR",266839,437333,21535
"21584",NA,NA,NA,"150","BOLEA ROAD",NA,NA,NA,"BOLEA","LIMAVADY","LONDONDERRY","BT490QU",271802,425980,21584
"21791",NA,NA,NA,"163","DUNCRUN ROAD",NA,NA,NA,"GORTMORE","LIMAVADY","LONDONDERRY","BT490JJ",270647,433597,21791
"21800",NA,"UNIT 6",NA,"454A","SEACOAST ROAD",NA,NA,NA,"MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LD",267382,433509,21800
"21832",NA,NA,"GRACES","23C","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266994,423174,21832
"21846",NA,"FLAT 5","ROE FOLD",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295,21846
"21847",NA,"FLAT 23","ROE FOLD",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295,21847
"22070",NA,NA,NA,"11","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267353,423354,22070
"22071",NA,NA,NA,"13","BALLYCLOSE STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BL",267375,423429,22071
"22263","ULSTER BANK LTD",NA,NA,"30-32","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267058,423007,22263
"22308",NA,NA,NA,"6","DRUMACHOSE MEWS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267777,422512,22308
"22475",NA,NA,NA,"50","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268704,423055,22475
"22516",NA,NA,NA,"8","RITTERS COURT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EJ",267180,421908,22516
"22532",NA,NA,NA,"177","SEACOAST ROAD",NA,NA,NA,"BALLYHENRY WEST","LIMAVADY","LONDONDERRY","BT499EF",266722,427899,22532
"22543",NA,NA,NA,"48","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268777,423112,22543
"22610",NA,NA,NA,"4","RITTERS COURT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EJ",267162,421897,22610
"22699",NA,NA,NA,"43","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100,22699
"22866",NA,NA,NA,"28","ROSSNAVANNA",NA,NA,"BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268792,422021,22866
"22873",NA,NA,NA,"42","TERRYDOO ROAD",NA,NA,NA,"SOUTH TERRYDOO WALKER","LIMAVADY","LONDONDERRY","BT490PF",273453,421347,22873
"23049",NA,NA,NA,"143","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268504,421641,23049
"23096",NA,NA,NA,"41A","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267325,422607,23096
"23116",NA,NA,NA,"184","DRUMRANE ROAD",NA,NA,NA,"TEMPLEMOYLE","LIMAVADY","LONDONDERRY","BT499LJ",267723,417036,23116
"23126",NA,NA,NA,"19","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",266998,422605,23126
"23144",NA,NA,NA,"5","ANNADALE LANE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BX",267102,422886,23144
"23226",NA,NA,NA,"1","FIR AVENUE",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PN",271887,417254,23226
"23522",NA,NA,NA,"35","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268581,422238,23522
"23545",NA,NA,NA,"17","SPALLAN ROAD",NA,NA,NA,"BROHARRIS","LIMAVADY","LONDONDERRY","BT499DT",263753,423324,23545
"23708","MAGILLIGAN FIELD CENTRE",NA,NA,"375","SEACOAST ROAD",NA,NA,NA,"MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LF",267653,433550,23708
"23750",NA,NA,NA,"11","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267895,421839,23750
"23751","ALEXANDER ARMS HOTEL",NA,NA,"34","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",267040,423257,23751
"23768",NA,NA,NA,"36","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269594,417457,23768
"23806",NA,NA,NA,"86","BALLYAVELIN ROAD",NA,NA,NA,"BALLYNAHERY","LIMAVADY","LONDONDERRY","BT490QB",271247,421817,23806
"24638",NA,NA,NA,"27","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267305,422263,24638
"24655",NA,NA,NA,"21D","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266986,423171,24655
"24723",NA,NA,NA,"25","BETTS ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PW",271764,417130,24723
"24910",NA,NA,NA,"78","DRUMSURN ROAD",NA,NA,NA,"BALLYNAHERY","LIMAVADY","LONDONDERRY","BT490PD",270309,422245,24910
"25008",NA,NA,NA,"16","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267787,421734,25008
"25057",NA,NA,NA,"41","BROIGHTER ROAD",NA,NA,NA,"BROHARRIS","LIMAVADY","LONDONDERRY","BT499DU",264761,423942,25057
"25122",NA,NA,NA,"9","SCOTCHTOWN ROAD",NA,NA,NA,"CLAGAN","LIMAVADY","LONDONDERRY","BT490JA",266588,430663,25122
"25127",NA,NA,NA,"40A","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267333,422611,25127
"25213",NA,NA,NA,"27","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267334,422495,25213
"25214",NA,NA,NA,"14","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267727,421837,25214
"25444",NA,"UNIT B",NA,"101","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267207,423343,25444
"25462",NA,NA,NA,"90","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268251,422105,25462
"25507",NA,NA,NA,"155","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268497,421573,25507
"26143",NA,NA,NA,"6","GORTENANIMA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268833,422670,26143
"26267",NA,NA,NA,"13","GORTENANIMA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268743,422764,26267
"26475",NA,NA,NA,"2","MILL PARK",NA,NA,NA,"CARRYDOO","LIMAVADY","LONDONDERRY","BT490QD",271384,425457,26475
"26476",NA,NA,NA,"37","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100,26476
"26555",NA,NA,NA,"1","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268526,422907,26555
"26946",NA,NA,NA,"14","KEADY WAY",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AU",267515,422501,26946
"26975",NA,NA,NA,"68","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262080,418737,26975
"26976",NA,NA,NA,"40","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268448,422026,26976
"26977",NA,NA,NA,"10","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268449,422996,26977
"27021",NA,"OFFICE T8","ROE VALLEY ENTERPRISES TECHNOLOGY SUITE","1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268342,425677,27021
"27029",NA,NA,NA,"22","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268696,421814,27029
"27048",NA,NA,NA,"17","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267324,422522,27048
"27069",NA,NA,NA,"19","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267435,422369,27069
"28320","MARIE HUNTER",NA,"CHIROPODIST","17B","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266971,423074,28320
"28321",NA,NA,NA,"23B","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266994,423174,28321
"28623",NA,NA,NA,"102","BOLEA ROAD",NA,NA,NA,"BOLEA","LIMAVADY","LONDONDERRY","BT490QU",271515,425705,28623
"28686",NA,NA,NA,"66","DRUMALIEF ROAD",NA,NA,NA,"DRUMALIEF","LIMAVADY","LONDONDERRY","BT490QX",270349,425986,28686
"28735",NA,NA,NA,"420B","SEACOAST ROAD",NA,NA,NA,"LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",266400,433651,28735
"28841",NA,NA,NA,"3","GORTGARN ROAD",NA,NA,"LIMAVADY","GLEBE","LIMAVADY","LONDONDERRY","BT490QW",270978,423762,28841
"28894",NA,NA,NA,"33","BARLEYHILL",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268393,421701,28894
"29336",NA,NA,NA,"38","NEW LINE ROAD",NA,NA,NA,"BALLYDARROG","LIMAVADY","LONDONDERRY","BT499NF",264318,417586,29336
"29346",NA,NA,NA,"23","GLENGIVEN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RW",267804,421759,29346
"29368",NA,NA,NA,"63","BARLEYHILL",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268298,421708,29368
"29369",NA,NA,NA,"27","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267039,423172,29369
"29370",NA,NA,NA,"34","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267048,423160,29370
"29439",NA,NA,NA,"1","BROIGHTER GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268825,422479,29439
"29474",NA,"FLAT 3",NA,"5A","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266996,423048,29474
"29631",NA,NA,NA,"87","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267138,432997,29631
"29632",NA,NA,NA,"161","DUNCRUN ROAD",NA,NA,NA,"GORTMORE","LIMAVADY","LONDONDERRY","BT490JJ",270537,433526,29632
"29638",NA,NA,NA,"68","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267169,432975,29638
"29649",NA,NA,NA,"7","CARRIAGE COURT",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267301,432989,29649
"29661",NA,NA,NA,"9","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271381,435573,29661
"29837",NA,NA,NA,"77","AGHANLOO ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490HY",268465,427542,29837
"29840",NA,NA,NA,"100","BOLEA ROAD",NA,NA,NA,"KILLYBREADY","LIMAVADY","LONDONDERRY","BT490QU",271509,426212,29840
"29844",NA,NA,NA,"131","BOLEA ROAD",NA,NA,NA,"GORTCORBIES","LIMAVADY","LONDONDERRY","BT490QU",273191,426602,29844
"30044",NA,NA,NA,"36","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267461,422356,30044
"30045",NA,NA,NA,"85","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268223,422700,30045
"30046",NA,NA,NA,"68","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267951,422572,30046
"30049",NA,NA,NA,"9","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267703,421823,30049
"30052","LIMAVADY NURSERY SCHOOL",NA,NA,"9A","GREYSTONE ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ND",267824,422318,30052
"30053",NA,NA,NA,"15","IRWIN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267333,421753,30053
"30054",NA,NA,NA,"15","MASSEY AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267057,422766,30054
"30055",NA,NA,NA,"45","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267465,421869,30055
"30056",NA,NA,NA,"24","ROE MILL WALK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BJ",266998,422763,30056
"30057",NA,NA,NA,"6","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BU",267499,423443,30057
"30060",NA,NA,NA,"46","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268077,422298,30060
"30061",NA,NA,NA,"2","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",267983,421987,30061
"30063",NA,NA,NA,"36","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268389,422999,30063
"30064",NA,NA,NA,"43","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267447,421865,30064
"30066",NA,NA,NA,"35","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267619,423304,30066
"30067",NA,NA,NA,"13","CRAWFORD SQUARE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BZ",267626,423389,30067
"30068",NA,NA,NA,"72","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268126,422219,30068
"30069",NA,NA,NA,"196","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268127,423076,30069
"30071",NA,NA,NA,"74","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267417,423346,30071
"30072",NA,NA,NA,"21","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267681,421994,30072
"30075",NA,NA,NA,"24","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267568,421717,30075
"30076",NA,NA,NA,"32","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268218,422352,30076
"30078",NA,NA,NA,"1","GLENBANK WALK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RJ",267804,422003,30078
"30084",NA,NA,NA,"1","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267667,421865,30084
"30085",NA,NA,NA,"110","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268279,422149,30085
"30086","LIMAVADY HIGH SCHOOL",NA,"LIMAVADY HIGH SCHOOL","64","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AN",267337,422851,30086
"30087",NA,NA,NA,"14A","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268490,422979,30087
"30088",NA,NA,NA,"87","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268493,421767,30088
"30089",NA,NA,NA,"4","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268953,422012,30089
"30090",NA,NA,NA,"11","MCQUILLAN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268331,422565,30090
"30091",NA,NA,NA,"215","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268585,421444,30091
"30092",NA,NA,NA,"72","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267339,423071,30092
"30093",NA,NA,NA,"89","TERRYDOO ROAD",NA,NA,NA,"TERRYDOO CLYDE","LIMAVADY","LONDONDERRY","BT490PF",272925,420561,30093
"30094",NA,NA,NA,"88A","EDENMORE ROAD",NA,NA,NA,"EDENMORE","LIMAVADY","LONDONDERRY","BT490NH",269842,420153,30094
"30095",NA,NA,NA,"123","DRUMSURN ROAD",NA,NA,NA,"ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270366,421383,30095
"30096",NA,NA,NA,"126","DRUMSURN ROAD",NA,NA,NA,"ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270452,421321,30096
"30097","HEADMASTERS HOUSE : BALTEAGH PS",NA,NA,"144","DRUMSURN ROAD",NA,NA,NA,"ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270654,421049,30097
"30098","NORTHERN IRELAND HOUSING EXECUTIVE",NA,NA,"33","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",267017,423045,30098
"30099",NA,NA,NA,"51","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268746,421586,30099
"30101",NA,NA,NA,"2","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267914,421760,30101
"30102",NA,NA,NA,"109","DRUMSURN ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490PD",269960,421320,30102
"30104",NA,NA,NA,"47","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267644,423297,30104
"30105",NA,NA,NA,"30","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267648,422104,30105
"30108",NA,"FLAT 10","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968,30108
"30110",NA,NA,NA,"71","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267211,421754,30110
"30112",NA,NA,NA,"19","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268848,422238,30112
"30113",NA,NA,NA,"152","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268726,421487,30113
"30114",NA,NA,NA,"22","BRANSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268730,422049,30114
"30116",NA,NA,NA,"91","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267420,423398,30116
"30119",NA,NA,NA,"49","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268242,423193,30119
"30120",NA,NA,NA,"102B","WHITEHILL PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490QG",268245,421616,30120
"30121",NA,NA,NA,"1","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267629,422010,30121
"30122",NA,NA,NA,"3","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267634,422012,30122
"30148",NA,NA,NA,"9","GORTGARN ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490QW",270929,423891,30148
"30182",NA,NA,NA,"207","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268529,421458,30182
"30373",NA,NA,NA,"43","POLLYS BRAE ROAD",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LL",266852,418323,30373
"35790",NA,NA,NA,"45","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271971,417276,35790
"36308",NA,NA,NA,"223","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268636,421456,36308
"36309",NA,NA,NA,"11","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268594,422819,36309
"36321",NA,NA,NA,"69","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267189,422868,36321
"36373",NA,NA,NA,"99","DOWLAND ROAD",NA,NA,"FRUITHILL","CARBULLION","LIMAVADY","LONDONDERRY","BT490HR",267387,425834,36373
"36442",NA,NA,NA,"14","DRUMALIEF ROAD",NA,NA,NA,"BALLYRISK MORE","LIMAVADY","LONDONDERRY","BT490QS",271614,425021,36442
"36634",NA,"UNIT 19",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268269,425684,36634
"36725",NA,"FLAT 9","ROE FOLD",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295,36725
"36726","HALIFAX PROPERTY SERVICES",NA,NA,"29","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267014,423191,36726
"36943",NA,NA,NA,"38","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267345,422619,36943
